"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Golden State Warriors","39","33","0.542","13.0","38","34","113.7","112.7","2015-2-31"
"Memphis Grizzlies*","38","34","0.528","14.0","38","34","113.3","112.3","2015-2-31"
"San Antonio Spurs","33","39","0.458","19.0","32","40","111.1","112.8","2015-2-31"
"New Orleans Pelicans","31","41","0.431","21.0","35","37","114.6","114.9","2015-2-31"
"Sacramento Kings","31","41","0.431","21.0","28","44","113.7","117.4","2015-2-31"
"Minnesota Timberwolves","23","49","0.319","29.0","24","48","112.1","117.7","2015-2-31"
"Oklahoma City Thunder","22","50","0.306","30.0","15","57","105","115.6","2015-2-31"
"Houston Rockets","17","55","0.236","35.0","20","52","108.8","116.7","2015-2-31"
"Toronto Raptors*","37","22",".627","—","37","22","104.3","100.5","2015-3-1"
"Brooklyn Nets*","24","33",".421","12.0","22","35","96.3","99.3","2015-3-1"
"Boston Celtics*","23","34",".404","13.0","26","31","101.6","102.7","2015-3-1"
"Philadelphia 76ers","13","46",".220","24.0","10","49","90.1","100.6","2015-3-1"
"New York Knicks","12","46",".207","24.5","14","44","93.0","100.9","2015-3-1"
"Chicago Bulls*","37","23",".617","—","36","24","101.3","98.5","2015-3-1"
"Cleveland Cavaliers*","37","24",".607","0.5","38","23","102.4","98.8","2015-3-1"
"Milwaukee Bucks*","32","27",".542","4.5","33","26","97.9","96.4","2015-3-1"
"Indiana Pacers","25","34",".424","11.5","28","31","96.0","96.7","2015-3-1"
"Detroit Pistons","23","36",".390","13.5","27","32","98.6","99.8","2015-3-1"
"Atlanta Hawks*","47","12",".797","—","42","17","102.6","96.4","2015-3-1"
"Washington Wizards*","34","26",".567","13.5","31","29","98.7","98.1","2015-3-1"
"Miami Heat","25","33",".431","21.5","22","36","93.6","96.7","2015-3-1"
"Charlotte Hornets","24","33",".421","22.0","24","33","94.4","96.8","2015-3-1"
"Orlando Magic","19","42",".311","29.0","19","42","95.3","101.0","2015-3-1"
"Portland Trail Blazers*","39","19",".672","—","39","19","102.5","97.4","2015-3-1"
"Oklahoma City Thunder","33","27",".550","7.0","36","24","101.8","99.1","2015-3-1"
"Utah Jazz","23","35",".397","16.0","26","32","95.5","96.8","2015-3-1"
"Denver Nuggets","20","39",".339","19.5","20","39","99.4","104.2","2015-3-1"
"Minnesota Timberwolves","13","45",".224","26.0","15","43","97.7","105.5","2015-3-1"
"Golden State Warriors*","46","11",".807","—","46","11","110.2","99.8","2015-3-1"
"Los Angeles Clippers*","39","21",".650","8.5","42","18","106.6","100.3","2015-3-1"
"Phoenix Suns","31","29",".517","16.5","31","29","105.8","105.1","2015-3-1"
"Sacramento Kings","20","37",".351","26.0","20","37","100.1","104.4","2015-3-1"
"Los Angeles Lakers","16","42",".276","30.5","17","41","99.6","106.1","2015-3-1"
"Memphis Grizzlies*","42","16",".724","—","37","21","99.8","95.7","2015-3-1"
"Houston Rockets*","41","18",".695","1.5","37","22","103.3","99.7","2015-3-1"
"Dallas Mavericks*","39","22",".639","4.5","40","21","105.3","100.6","2015-3-1"
"San Antonio Spurs*","36","23",".610","6.5","37","22","100.6","97.1","2015-3-1"
"New Orleans Pelicans*","32","27",".542","10.5","30","29","99.8","99.3","2015-3-1"
"Toronto Raptors*","38","22",".633","—","38","22","104.5","100.6","2015-3-2"
"Brooklyn Nets*","25","33",".431","12.0","23","35","96.5","99.4","2015-3-2"
"Boston Celtics*","23","34",".404","13.5","26","31","101.6","102.7","2015-3-2"
"Philadelphia 76ers","13","47",".217","25.0","11","49","90.3","100.8","2015-3-2"
"New York Knicks","12","46",".207","25.0","14","44","93.0","100.9","2015-3-2"
"Chicago Bulls*","37","23",".617","—","36","24","101.3","98.5","2015-3-2"
"Cleveland Cavaliers*","37","24",".607","0.5","38","23","102.4","98.8","2015-3-2"
"Milwaukee Bucks*","32","27",".542","4.5","33","26","97.9","96.4","2015-3-2"
"Indiana Pacers","25","34",".424","11.5","28","31","96.0","96.7","2015-3-2"
"Detroit Pistons","23","36",".390","13.5","27","32","98.6","99.8","2015-3-2"
"Atlanta Hawks*","47","12",".797","—","42","17","102.6","96.4","2015-3-2"
"Washington Wizards*","34","26",".567","13.5","31","29","98.7","98.1","2015-3-2"
"Miami Heat","26","33",".441","21.0","24","35","94.0","96.8","2015-3-2"
"Charlotte Hornets","24","33",".421","22.0","24","33","94.4","96.8","2015-3-2"
"Orlando Magic","19","42",".311","29.0","19","42","95.3","101.0","2015-3-2"
"Portland Trail Blazers*","39","19",".672","—","39","19","102.5","97.4","2015-3-2"
"Oklahoma City Thunder","33","27",".550","7.0","36","24","101.8","99.1","2015-3-2"
"Utah Jazz","23","35",".397","16.0","26","32","95.5","96.8","2015-3-2"
"Denver Nuggets","20","39",".339","19.5","20","39","99.4","104.2","2015-3-2"
"Minnesota Timberwolves","13","46",".220","26.5","15","44","97.8","105.6","2015-3-2"
"Golden State Warriors*","46","12",".793","—","46","12","110.1","100.0","2015-3-2"
"Los Angeles Clippers*","40","21",".656","7.5","43","18","106.6","100.4","2015-3-2"
"Phoenix Suns","31","30",".508","16.5","31","30","105.7","105.2","2015-3-2"
"Sacramento Kings","20","37",".351","25.5","20","37","100.1","104.4","2015-3-2"
"Los Angeles Lakers","16","42",".276","30.0","17","41","99.6","106.1","2015-3-2"
"Memphis Grizzlies*","42","16",".724","—","37","21","99.8","95.7","2015-3-2"
"Houston Rockets*","41","18",".695","1.5","37","22","103.3","99.7","2015-3-2"
"Dallas Mavericks*","40","22",".645","4.0","41","21","105.2","100.5","2015-3-2"
"San Antonio Spurs*","36","23",".610","6.5","37","22","100.6","97.1","2015-3-2"
"New Orleans Pelicans*","32","28",".533","11.0","31","29","99.7","99.4","2015-3-2"
"Toronto Raptors*","38","22",".633","—","38","22","104.5","100.6","2015-3-3"
"Brooklyn Nets*","25","33",".431","12.0","23","35","96.5","99.4","2015-3-3"
"Boston Celtics*","23","35",".397","14.0","26","32","101.2","102.8","2015-3-3"
"Philadelphia 76ers","13","47",".217","25.0","11","49","90.3","100.8","2015-3-3"
"New York Knicks","12","47",".203","25.5","13","46","92.8","101.3","2015-3-3"
"Chicago Bulls*","38","23",".623","—","36","25","101.2","98.4","2015-3-3"
"Cleveland Cavaliers*","38","24",".613","0.5","40","22","102.5","98.4","2015-3-3"
"Milwaukee Bucks*","32","28",".533","5.5","33","27","97.8","96.5","2015-3-3"
"Indiana Pacers","25","34",".424","12.0","28","31","96.0","96.7","2015-3-3"
"Detroit Pistons","23","36",".390","14.0","27","32","98.6","99.8","2015-3-3"
"Atlanta Hawks*","48","12",".800","—","42","18","102.6","96.4","2015-3-3"
"Washington Wizards*","34","27",".557","14.5","32","29","98.6","98.0","2015-3-3"
"Miami Heat","26","33",".441","21.5","24","35","94.0","96.8","2015-3-3"
"Charlotte Hornets","25","33",".431","22.0","24","34","94.6","96.9","2015-3-3"
"Orlando Magic","19","42",".311","29.5","19","42","95.3","101.0","2015-3-3"
"Portland Trail Blazers*","39","19",".672","—","39","19","102.5","97.4","2015-3-3"
"Oklahoma City Thunder","33","27",".550","7.0","36","24","101.8","99.1","2015-3-3"
"Utah Jazz","24","35",".407","15.5","27","32","95.5","96.6","2015-3-3"
"Denver Nuggets","21","39",".350","19.0","21","39","99.5","104.1","2015-3-3"
"Minnesota Timberwolves","13","46",".220","26.5","15","44","97.8","105.6","2015-3-3"
"Golden State Warriors*","46","12",".793","—","46","12","110.1","100.0","2015-3-3"
"Los Angeles Clippers*","40","21",".656","7.5","43","18","106.6","100.4","2015-3-3"
"Phoenix Suns","31","30",".508","16.5","31","30","105.7","105.2","2015-3-3"
"Sacramento Kings","21","37",".362","25.0","22","36","100.5","104.1","2015-3-3"
"Los Angeles Lakers","16","43",".271","30.5","17","42","99.7","106.0","2015-3-3"
"Memphis Grizzlies*","42","17",".712","—","37","22","99.5","95.6","2015-3-3"
"Houston Rockets*","41","19",".683","1.5","37","23","103.2","99.8","2015-3-3"
"Dallas Mavericks*","40","22",".645","3.5","41","21","105.2","100.5","2015-3-3"
"San Antonio Spurs*","36","23",".610","6.0","37","22","100.6","97.1","2015-3-3"
"New Orleans Pelicans*","32","28",".533","10.5","31","29","99.7","99.4","2015-3-3"
"Toronto Raptors*","38","23",".623","—","38","23","104.6","100.9","2015-3-4"
"Brooklyn Nets*","25","34",".424","12.0","23","36","96.4","99.7","2015-3-4"
"Boston Celtics*","24","35",".407","13.0","26","33","100.9","102.5","2015-3-4"
"Philadelphia 76ers","13","48",".213","25.0","11","50","90.7","101.2","2015-3-4"
"New York Knicks","12","48",".200","25.5","13","47","92.7","101.4","2015-3-4"
"Cleveland Cavaliers*","39","24",".619","—","40","23","102.8","98.7","2015-3-4"
"Chicago Bulls*","38","23",".623","—","36","25","101.2","98.4","2015-3-4"
"Milwaukee Bucks*","32","29",".525","6.0","33","28","97.8","96.6","2015-3-4"
"Indiana Pacers","26","34",".433","11.5","29","31","96.2","96.5","2015-3-4"
"Detroit Pistons","23","37",".383","14.5","27","33","98.3","99.6","2015-3-4"
"Atlanta Hawks*","48","12",".800","—","42","18","102.6","96.4","2015-3-4"
"Washington Wizards*","34","27",".557","14.5","32","29","98.6","98.0","2015-3-4"
"Miami Heat","27","33",".450","21.0","24","36","94.1","96.7","2015-3-4"
"Charlotte Hornets","26","33",".441","21.5","26","33","94.9","96.8","2015-3-4"
"Orlando Magic","19","43",".306","30.0","19","43","95.4","101.1","2015-3-4"
"Portland Trail Blazers*","40","19",".678","—","39","20","102.4","97.4","2015-3-4"
"Oklahoma City Thunder","34","27",".557","7.0","36","25","102.1","99.4","2015-3-4"
"Utah Jazz","24","36",".400","16.5","28","32","95.3","96.4","2015-3-4"
"Denver Nuggets","22","39",".361","19.0","22","39","99.5","103.7","2015-3-4"
"Minnesota Timberwolves","13","47",".217","27.5","15","45","97.6","105.5","2015-3-4"
"Golden State Warriors*","47","12",".797","—","47","12","110.0","99.9","2015-3-4"
"Los Angeles Clippers*","40","22",".645","8.5","43","19","106.4","100.3","2015-3-4"
"Phoenix Suns","32","30",".516","16.5","32","30","105.6","105.1","2015-3-4"
"Sacramento Kings","21","38",".356","26.0","22","37","100.3","104.3","2015-3-4"
"Los Angeles Lakers","16","44",".267","31.5","18","42","99.6","105.9","2015-3-4"
"Memphis Grizzlies*","43","17",".717","—","38","22","99.5","95.7","2015-3-4"
"Houston Rockets*","41","20",".672","2.5","37","24","103.1","99.8","2015-3-4"
"Dallas Mavericks*","40","22",".645","4.0","41","21","105.2","100.5","2015-3-4"
"San Antonio Spurs*","37","23",".617","6.0","38","22","100.8","96.9","2015-3-4"
"New Orleans Pelicans*","33","28",".541","10.5","31","30","99.5","99.1","2015-3-4"
"Toronto Raptors*","38","23",".623","—","38","23","104.6","100.9","2015-3-5"
"Brooklyn Nets*","25","34",".424","12.0","23","36","96.4","99.7","2015-3-5"
"Boston Celtics*","24","35",".407","13.0","26","33","100.9","102.5","2015-3-5"
"Philadelphia 76ers","13","48",".213","25.0","11","50","90.7","101.2","2015-3-5"
"New York Knicks","12","48",".200","25.5","13","47","92.7","101.4","2015-3-5"
"Chicago Bulls*","39","23",".629","—","37","25","101.3","98.5","2015-3-5"
"Cleveland Cavaliers*","39","24",".619","0.5","40","23","102.8","98.7","2015-3-5"
"Milwaukee Bucks*","32","29",".525","6.5","33","28","97.8","96.6","2015-3-5"
"Indiana Pacers","26","34",".433","12.0","29","31","96.2","96.5","2015-3-5"
"Detroit Pistons","23","37",".383","15.0","27","33","98.3","99.6","2015-3-5"
"Atlanta Hawks*","48","12",".800","—","42","18","102.6","96.4","2015-3-5"
"Washington Wizards*","34","27",".557","14.5","32","29","98.6","98.0","2015-3-5"
"Miami Heat","27","33",".450","21.0","24","36","94.1","96.7","2015-3-5"
"Charlotte Hornets","26","33",".441","21.5","26","33","94.9","96.8","2015-3-5"
"Orlando Magic","19","43",".306","30.0","19","43","95.4","101.1","2015-3-5"
"Portland Trail Blazers*","41","19",".683","—","41","19","102.3","97.0","2015-3-5"
"Oklahoma City Thunder","34","28",".548","8.0","37","25","102.2","99.5","2015-3-5"
"Utah Jazz","24","36",".400","17.0","28","32","95.3","96.4","2015-3-5"
"Denver Nuggets","22","39",".361","19.5","22","39","99.5","103.7","2015-3-5"
"Minnesota Timberwolves","13","47",".217","28.0","15","45","97.6","105.5","2015-3-5"
"Golden State Warriors*","47","12",".797","—","47","12","110.0","99.9","2015-3-5"
"Los Angeles Clippers*","40","22",".645","8.5","43","19","106.4","100.3","2015-3-5"
"Phoenix Suns","32","30",".516","16.5","32","30","105.6","105.1","2015-3-5"
"Sacramento Kings","21","38",".356","26.0","22","37","100.3","104.3","2015-3-5"
"Los Angeles Lakers","16","44",".267","31.5","18","42","99.6","105.9","2015-3-5"
"Memphis Grizzlies*","43","17",".717","—","38","22","99.5","95.7","2015-3-5"
"Houston Rockets*","41","20",".672","2.5","37","24","103.1","99.8","2015-3-5"
"Dallas Mavericks*","40","23",".635","4.5","41","22","104.7","100.4","2015-3-5"
"San Antonio Spurs*","37","23",".617","6.0","38","22","100.8","96.9","2015-3-5"
"New Orleans Pelicans*","33","28",".541","10.5","31","30","99.5","99.1","2015-3-5"
"Toronto Raptors*","38","24",".613","—","38","24","104.4","100.9","2015-3-6"
"Boston Celtics*","25","35",".417","12.0","27","33","101.0","102.4","2015-3-6"
"Brooklyn Nets*","25","35",".417","12.0","23","37","96.5","99.8","2015-3-6"
"Philadelphia 76ers","13","49",".210","25.0","11","51","90.6","101.0","2015-3-6"
"New York Knicks","12","48",".200","25.0","13","47","92.7","101.4","2015-3-6"
"Chicago Bulls*","39","24",".619","—","37","26","101.0","98.5","2015-3-6"
"Cleveland Cavaliers*","39","25",".609","0.5","41","23","102.7","98.8","2015-3-6"
"Milwaukee Bucks*","32","29",".525","6.0","33","28","97.8","96.6","2015-3-6"
"Indiana Pacers","27","34",".443","11.0","30","31","96.2","96.3","2015-3-6"
"Detroit Pistons","23","38",".377","15.0","27","34","98.2","99.7","2015-3-6"
"Atlanta Hawks*","49","12",".803","—","43","18","102.7","96.4","2015-3-6"
"Washington Wizards*","35","27",".565","14.5","32","30","98.6","98.0","2015-3-6"
"Charlotte Hornets","27","33",".450","21.5","26","34","95.1","96.7","2015-3-6"
"Miami Heat","27","34",".443","22.0","25","36","94.1","96.8","2015-3-6"
"Orlando Magic","20","43",".317","30.0","20","43","95.8","101.3","2015-3-6"
"Portland Trail Blazers*","41","19",".683","—","41","19","102.3","97.0","2015-3-6"
"Oklahoma City Thunder","34","28",".548","8.0","37","25","102.2","99.5","2015-3-6"
"Utah Jazz","25","36",".410","16.5","28","33","95.2","96.2","2015-3-6"
"Denver Nuggets","22","40",".355","20.0","22","40","99.7","104.0","2015-3-6"
"Minnesota Timberwolves","13","47",".217","28.0","15","45","97.6","105.5","2015-3-6"
"Golden State Warriors*","48","12",".800","—","48","12","109.9","99.7","2015-3-6"
"Los Angeles Clippers*","40","22",".645","9.0","43","19","106.4","100.3","2015-3-6"
"Phoenix Suns","33","30",".524","16.5","33","30","105.7","105.1","2015-3-6"
"Sacramento Kings","21","39",".350","27.0","22","38","100.5","104.5","2015-3-6"
"Los Angeles Lakers","16","45",".262","32.5","18","43","99.4","105.8","2015-3-6"
"Memphis Grizzlies*","44","17",".721","—","39","22","99.5","95.6","2015-3-6"
"Houston Rockets*","42","20",".677","2.5","38","24","103.1","99.7","2015-3-6"
"Dallas Mavericks*","40","24",".625","5.5","41","23","104.5","100.5","2015-3-6"
"San Antonio Spurs*","38","23",".623","6.0","39","22","101.1","97.1","2015-3-6"
"New Orleans Pelicans*","33","29",".532","11.5","32","30","99.4","99.2","2015-3-6"
"Toronto Raptors*","38","24",".613","—","38","24","104.4","100.9","2015-3-7"
"Boston Celtics*","25","35",".417","12.0","27","33","101.0","102.4","2015-3-7"
"Brooklyn Nets*","25","35",".417","12.0","23","37","96.5","99.8","2015-3-7"
"Philadelphia 76ers","14","49",".222","24.5","12","51","90.6","100.7","2015-3-7"
"New York Knicks","12","49",".197","25.5","14","47","92.6","101.2","2015-3-7"
"Cleveland Cavaliers*","40","25",".615","—","41","24","102.5","98.5","2015-3-7"
"Chicago Bulls*","39","24",".619","—","37","26","101.0","98.5","2015-3-7"
"Milwaukee Bucks*","33","29",".532","5.5","34","28","97.6","96.4","2015-3-7"
"Indiana Pacers","28","34",".452","10.5","31","31","96.1","96.1","2015-3-7"
"Detroit Pistons","23","38",".377","15.0","27","34","98.2","99.7","2015-3-7"
"Atlanta Hawks*","49","13",".790","—","44","18","102.4","96.3","2015-3-7"
"Washington Wizards*","35","28",".556","14.5","33","30","98.4","97.9","2015-3-7"
"Miami Heat","28","34",".452","21.0","25","37","94.5","97.0","2015-3-7"
"Charlotte Hornets","27","33",".450","21.0","26","34","95.1","96.7","2015-3-7"
"Orlando Magic","20","43",".317","29.5","20","43","95.8","101.3","2015-3-7"
"Portland Trail Blazers*","41","20",".672","—","41","20","102.4","97.4","2015-3-7"
"Oklahoma City Thunder","34","28",".548","7.5","37","25","102.2","99.5","2015-3-7"
"Utah Jazz","25","36",".410","16.0","28","33","95.2","96.2","2015-3-7"
"Denver Nuggets","22","41",".349","20.0","22","41","99.7","104.2","2015-3-7"
"Minnesota Timberwolves","14","47",".230","27.0","16","45","98.0","105.6","2015-3-7"
"Golden State Warriors*","48","12",".800","—","48","12","109.9","99.7","2015-3-7"
"Los Angeles Clippers*","40","22",".645","9.0","43","19","106.4","100.3","2015-3-7"
"Phoenix Suns","33","31",".516","17.0","33","31","105.3","104.8","2015-3-7"
"Sacramento Kings","21","40",".344","27.5","22","39","100.6","104.7","2015-3-7"
"Los Angeles Lakers","16","45",".262","32.5","18","43","99.4","105.8","2015-3-7"
"Memphis Grizzlies*","44","18",".710","—","39","23","99.3","95.6","2015-3-7"
"Houston Rockets*","43","20",".683","1.5","39","24","103.3","99.7","2015-3-7"
"Dallas Mavericks*","40","24",".625","5.0","41","23","104.5","100.5","2015-3-7"
"San Antonio Spurs*","38","23",".623","5.5","39","22","101.1","97.1","2015-3-7"
"New Orleans Pelicans*","34","29",".540","10.5","32","31","99.4","99.0","2015-3-7"
"Toronto Raptors*","38","25",".603","—","39","24","104.4","101.0","2015-3-8"
"Boston Celtics*","25","36",".410","12.0","27","34","100.9","102.4","2015-3-8"
"Brooklyn Nets*","25","36",".410","12.0","23","38","96.3","99.8","2015-3-8"
"Philadelphia 76ers","14","49",".222","24.0","12","51","90.6","100.7","2015-3-8"
"New York Knicks","12","49",".197","25.0","14","47","92.6","101.2","2015-3-8"
"Cleveland Cavaliers*","40","25",".615","—","41","24","102.5","98.5","2015-3-8"
"Chicago Bulls*","39","25",".609","0.5","37","27","101.1","98.8","2015-3-8"
"Milwaukee Bucks*","33","29",".532","5.5","34","28","97.6","96.4","2015-3-8"
"Indiana Pacers","28","34",".452","10.5","31","31","96.1","96.1","2015-3-8"
"Detroit Pistons","23","39",".371","15.5","28","34","98.3","99.8","2015-3-8"
"Atlanta Hawks*","49","13",".790","—","44","18","102.4","96.3","2015-3-8"
"Washington Wizards*","35","28",".556","14.5","33","30","98.4","97.9","2015-3-8"
"Charlotte Hornets","28","33",".459","20.5","27","34","95.3","96.8","2015-3-8"
